id,phrase,nbsyllabe
1619,On la voit à peine venir,7
1620,Un cheveu blanc une ride légère,8
1621,Une douleur dans le genou,7
1622,Un essoufflement dans l escalier,9
1623,Une nostalgie inattendue,8
1624,On ne retrouve plus ses lunettes,8
1625,On oublie le nom de l acteur,8
1626,On confond les jours de la semaine,9
1627,On répète les mêmes histoires,7
1628,Les enfants sourient indulgents,8
1629,Les petits-enfants s impatientent,8
1630,Mais l affection reste intacte,7
1631,On chérit chaque visite,6
1632,Chaque appel devient un trésor,8
1633,Chaque carte postale émeut,6
1634,Les souvenirs deviennent plus vifs,8
1635,Les images d enfance reviennent,7
1636,Le visage de sa mère apparaît,9
1637,Les rires d autrefois résonnent,7
1638,Les bals de jeunesse dansent encore,8
1639,Les amours anciennes ressurgissent,8
1640,Les amis disparus reviennent,8
1641,Le passé devient plus présent,8
1642,Le présent s estompe peu à peu,8
1643,Le futur devient indéfini,9
1644,Le temps perd ses repères,6
1645,Les heures s allongent ou se rétrécissent,9
1646,Les jours se confondent parfois,7
1647,Les saisons restent les seuls jalons,8
1648,Le printemps annonce une promesse,8
1649,L été apporte les retrouvailles,8
1650,L automne ramène la mélancolie,9
1651,L hiver invite au recueillement,9
1652,On contemple sa vie passée,7
1653,On évalue ses choix anciens,8
1654,On regrette certaines décisions,8
1655,On se félicite d autres,6
1656,Mais on accepte tout en bloc,7
1657,La sagesse vient avec l acceptation,10
1658,On lâche prise enfin,5
1659,On confie le reste à plus grand,8
1660,On attend sereinement la suite,9
1661,La mort approche silencieusement,9
1662,Elle ne fait plus si peur,6
1663,Elle apparaît comme un repos,8
1664,Comme un sommeil bienvenu,7
1665,Les amis partent les uns après les autres,10
1666,Chaque enterrement nous rapproche,8
1667,Le cimetière devient familier,9
1668,Les noms gravés sur les pierres,7
1669,Les dates qui marquent une vie,6
1670,Les fleurs séchées sur les tombes,7
1671,Les oiseaux chantent dans les ifs,7
1672,Le calme règne dans l allée,6
1673,Une paix étrange enveloppe tout,8
1674,La mort fait partie de la vie,8
1675,Elle l accompagne discrètement,8
1676,Elle attend son heure patiemment,8
1677,Quand elle vient nous le savons,7
1678,Nous nous y préparons en secret,9
1679,Nous mettons nos affaires en ordre,8
1680,Nous écrivons nos dernières lettres,8
1681,Nous embrassons ceux qui restent,7
1682,On murmure les derniers mots,7
1683,Puis nous fermons les yeux paisiblement,10
1684,Le voyage commence ailleurs,7
1685,Vers où nul ne le sait,6
1686,Vers la lumière disent les uns,7
1687,Vers le néant pensent les autres,7
1688,Vers une autre vie peut-être,6
1689,Vers le grand mystère de toujours,8
1690,Quoi qu il advienne nous partons,7
1691,Notre passage laisse des traces,6
1692,Dans les coeurs que nous avons aimés,9
1693,Dans les oeuvres que nous avons faites,8
1694,Dans les enfants que nous avons élevés,11
1695,Dans les amis que nous avons soutenus,11
1696,Dans les inconnus que nous avons aidés,11
1697,Notre vie n a pas été vaine,7
1698,Nous avons fait notre part,6
1699,Nous pouvons partir tranquilles,7
1700,La grande aventure se termine,8
1701,L étoile s éteint sur le ciel,7
1702,Mais sa lumière continue son voyage,10
1703,Elle traverse encore l espace,7
1704,Elle atteindra des mondes lointains,8
1705,Notre influence agit ainsi,8
1706,Nos actions rayonnent au-delà,8
1707,Nos paroles portent dans le temps,7
1708,Nos sourires se transmettent,6
1709,Une mère sourit à son enfant,8
1710,L enfant grandit et sourit aux autres,9
1711,Les autres transmettent à leurs proches,7
1712,La chaîne de la bonté ne se brise pas,10
1713,Elle traverse les générations,8
1714,Elle relie les peuples lointains,7
1715,Elle unit les ennemis d hier,8
1716,Elle bâtit la paix demain,7
1717,Voilà l espoir que nous portons,8
1718,Voilà la flamme que nous transmettons,9
1719,Le chien aboie au facteur,7
1720,Sa queue bat contre le grillage,7
1721,Il défend son territoire,7
1722,Le facteur sourit malgré tout,8
1723,Il dépose le courrier,6
1724,Le chien retourne à sa niche,7
1725,Il s allonge satisfait,6
1726,Le maître sort lui parler,6
1727,Sa main caresse les oreilles,7
1728,Le chien ferme les yeux de bonheur,8
1729,Sa loyauté n a pas de limite,9
1730,Il donnerait sa vie pour son maître,9
1731,Quel modèle d amour pur,6
1732,Quelle fidélité exemplaire,8
1733,Le cheval galope dans le pré,8
1734,Sa crinière vole au vent,6
1735,Sa queue claque comme un drapeau,7
1736,Ses sabots martèlent le sol,7
1737,Sa puissance fait trembler la terre,8
1738,Sa beauté coupe le souffle,6
1739,Le cavalier le rejoint enfin,9
1740,Une carotte gagne sa confiance,7
1741,Une caresse scelle l amitié,7
1742,La selle lui pèse à peine,6
1743,Ils partent à travers champs,6
1744,Le vent gifle leurs visages,6
1745,Les arbres défilent à toute allure,8
1746,Le ruisseau s offre au gué,6
1747,Le cheval saute la haie,6
1748,Le cavalier s envole presque,7
1749,Quelle griserie cette course,6
1750,Quelle communion cette chevauchée,8
1751,L oiseau chante dans la cage,6
1752,Sa mélodie console le vieil homme,9
1753,Le canari jaune comme l or,7
1754,Saute de barreau en barreau,7
1755,Il picore ses graines avec joie,8
1756,Il boit dans son godet,6
1757,Le perroquet répète les phrases,8
1758,Il salue les visiteurs,7
1759,Il jure quand on le contrarie,8
1760,Sa langue rouge nous amuse,6
1761,Le chat le regarde avec convoitise,10
1762,Mais la cage le protège,6
1763,Le poisson rouge tourne dans son bocal,9
1764,Il ouvre sa bouche en silence,7
1765,Ses bulles montent à la surface,7
1766,L enfant le nourrit chaque matin,8
1767,Une miette de pain suffit,6
1768,Le poisson grandit lentement,8
1769,Bientôt le bocal sera trop petit,10
1770,On le donnera à l aquarium,9
1771,L hippopotame se baigne dans la rivière,10
1772,Sa masse fait rouler les vagues,7
1773,Il bâille et montre ses crocs,6
1774,Les crocodiles fuient ses colères,8
1775,Le lion rugit dans la savane,8
1776,Sa crinière flamboie au soleil,8
1777,Les antilopes courent s abriter,8
1778,Les girafes restent sur leurs gardes,7
1779,L éléphant boit à la rivière,8
1780,Sa trompe aspire des litres,6
1781,Il arrose son dos avec patience,9
1782,Les jeunes éléphants jouent à ses pieds,9
1783,La mère veille tendrement,6
1784,Le troupeau marche vers le sud,7
1785,Une longue file s étend dans la plaine,8
1786,Les vieux mènent la marche,5
1787,Les jeunes ferment le cortège,7
1788,Les femelles encadrent les petits,8
1789,La harde franchit les fleuves,6
1790,Elle traverse les déserts,6
1791,Elle rejoint les pâturages,7
1792,La migration sauve les vies,7
1793,Cycle ancestral immuable,6
1794,Sagesse animale antique,7
1795,Que l homme aurait à apprendre,7
1796,Le rouge éclate sur la toile,7
1797,Le bleu profond capte le regard,8
1798,Le jaune réjouit les yeux,6
1799,Le vert apaise les nerfs,6
1800,Le violet inspire le mystère,8
1801,L orange réchauffe l atmosphère,7
1802,Le rose attendrit le coeur,7
1803,Le blanc évoque la pureté,8
1804,Le noir suggère la profondeur,8
1805,Le gris reflète la mélancolie,9
1806,Le brun rappelle la terre,6
1807,Chaque couleur a son langage,7
1808,Chaque nuance porte un message,6
1809,Les peintres connaissent ces secrets,7
1810,Leurs toiles nous font vibrer,6
1811,Le velours caresse nos mains,7
1812,La soie glisse sur la peau,6
1813,Le coton accueille la sueur,7
1814,La laine réchauffe l hiver,6
1815,Le cuir vieillit avec noblesse,8
1816,Le bois respire dans la maison,8
1817,La pierre garde la fraîcheur,6
1818,Le marbre poli reflète tout,7
1819,Le verre transparent laisse passer la lumière,11
1820,Le miroir nous renvoie nous-mêmes,8
1821,Le métal froid résonne au choc,8
1822,L or jaune brille au soleil,6
1823,L argent gris luit dans la nuit,7
1824,Le bronze sombre raconte l Antiquité,9
1825,Le fer rouille avec le temps,7
1826,Chaque matière a son caractère,8
1827,Chaque texture éveille un souvenir,9
1828,La main connaît les substances,7
1829,Le toucher informe plus qu on ne croit,9
1830,Nos sens sont notre richesse première,8
1831,Le silence enveloppe la chambre,8
1832,Une horloge égrène les secondes,8
1833,Mon souffle régule mes pensées,7
1834,Mon coeur bat dans le calme,6
1835,Une mouche bourdonne au plafond,7
1836,Une voiture passe au loin,6
1837,Un avion ronfle dans le ciel,7
1838,Un chien aboie dans le quartier,8
1839,Une porte claque chez le voisin,7
1840,Une voix monte d en bas,5
1841,Mais ces bruits restent feutrés,6
1842,Le silence règne en maître,6
1843,Mes pensées se déploient librement,9
1844,Une idée nouvelle germe,6
1845,Une solution apparaît soudain,9
1846,Un souvenir oublié resurgit,10
1847,Une question ancienne se résout,8
1848,Le silence est un trésor,7
1849,Il faut le cultiver avec soin,9
1850,Il faut le défendre des bruits,7
1851,Il faut s y abandonner parfois,9
1852,Pour entendre le murmure intérieur,9
1853,Pour saisir la voix profonde,7
1854,Pour rejoindre l essentiel,6
1855,La méditation nous y conduit,9
1856,La prière silencieuse y mène,8
1857,La marche dans la nature aussi,8
1858,Le silence n est pas l absence,7
1859,Il est une présence pleine,6
1860,Une présence à soi et au monde,8
1861,Une présence à plus grand que soi,8
1862,Voilà le secret des sages,7
1863,Voilà la voie des poètes,7
1864,Voilà la quête des amoureux,8
1865,Voilà l art de vivre vraiment,7
1866,La cuisine emplit la maison,8
1867,Une odeur de pain grillé monte,8
1868,Une autre de café s écoule,7
1869,Le bacon grésille dans la poêle,8
1870,Les oeufs cuisent à feu doux,6
1871,Les tomates rôtissent au four,7
1872,Les champignons revenus à l échalote,11
1873,Le beurre fond en chantant,6
1874,L huile fume légèrement,6
1875,Les épices parfument l air,6
1876,Le poivre éternue dans le moulin,9
1877,Le sel saupoudre les viandes,6
1878,Les herbes fraîches embaument,5
1879,Le persil se hache fin,6
1880,La ciboulette se cisaille,7
1881,Le thym se grène entre les doigts,7
1882,Le romarin parfume les agneaux,9
1883,Le laurier mijote dans la sauce,8
1884,Le repas prend forme peu à peu,8
1885,Les invités vont arriver bientôt,10
1886,La table se dresse avec soin,7
1887,La nappe blanche se déploie,7
1888,Les couverts s alignent au cordeau,8
1889,Les verres scintillent au cristal,7
1890,Les serviettes se plient en cygnes,7
1891,Le bouquet trône au centre,6
1892,Les bougies attendent l allumette,8
1893,Tout est prêt pour la fête,6
1894,La sonnette annonce les premiers,8
1895,Les manteaux s entassent au porte-manteau,9
1896,Les bises claquent sur les joues,6
1897,Les rires fusent au salon,6
1898,L apéritif se déguste debout,9
1899,Les amuse-bouches circulent en plateaux,9
1900,Les conversations s engagent,7
1901,Les blagues éclatent en bouquet,7
1902,On passe à table avec entrain,8
1903,Le ruisseau coule entre les pierres,7
1904,Une truite remonte le courant,7
1905,Un kingfisher plonge soudain,7
1906,Il ressort avec sa proie,7
1907,Le héron pêche à la berge,7
1908,Sa patience finit par payer,8
1909,Une grenouille saute à l eau,6
1910,Les nénuphars frémissent à peine,8
1911,Une libellule bleue passe,6
1912,Une demoiselle verte la suit,7
1913,L étang reflète les nuages,6
1914,Le ciel se mire dans l eau,6
1915,Un bateau pêcheur dérive,7
1916,Le pêcheur surveille son bouchon,8
1917,Soudain ça mord à l hameçon,8
1918,Il tire d un coup sec,5
1919,La perche se débat à la surface,9
1920,Il l attire vers l épuisette,7
1921,Belle prise pour le déjeuner,7
1922,Il rentre fier comme un roi,6
1923,Sa femme l accueille au seuil,6
1924,Elle prépare le poisson aussitôt,9
1925,Le beurre fond dans la poêle,6
1926,Le citron parfume la chair,7
1927,Le persil garnit l assiette,7
1928,Le repas se prend en silence,8
1929,Les délices se savourent ainsi,8
1930,L après-midi appelle la sieste,8
1931,Le hamac se balance sous le tilleul,10
1932,Le livre tombe au bout de dix pages,8
1933,Le sommeil s empare du lecteur,8
1934,Les bourdons bercent son repos,7
1935,Un rêve étrange l emporte,6
1936,Il vole au-dessus de la mer,8
1937,Il rencontre un dauphin parlant,8
1938,L animal le guide vers une île,8
1939,L île abrite un trésor enfoui,8
1940,Mais avant de creuser il s éveille,9
1941,Le hamac balance toujours,7
1942,Le tilleul murmure ses secrets,8
1943,Le rêve s estompe à regret,7
1944,Le quotidien reprend ses droits,8
1945,Les enfants rentrent de l école,7
1946,Leurs cris remplissent la cour,6
1947,Le chien aboie de joie,6
1948,Le chat fuit l agitation,7
1949,Le goûter se sert sur la véranda,10
1950,Le pain au chocolat triomphe,8
1951,La grenadine pétille rouge,7
1952,Les conversations se croisent,7
1953,Chacun raconte sa journée,7
1954,Les notes les copains les profs,7
1955,Les disputes les complicités,8
1956,Le quotidien d une cour d école,8
1957,Si dense si vivant si présent,8
1958,Les parents écoutent attentifs,8
1959,Ils donnent leur avis sans peser,8
1960,Ils accompagnent sans étouffer,8
1961,Ils guident sans imposer,6
1962,L art difficile d éduquer,7
1963,L art exigeant d aimer ses enfants,9
1964,L art subtil de les laisser grandir,9
1965,L art déchirant de les voir partir,9
1966,Mais aussi l art bouleversant,8
1967,De les voir devenir des adultes,9
1968,De les voir réussir à leur tour,9
1969,De les voir transmettre à leur tour,8
1970,La boucle se referme ainsi,7
1971,La vie continue son chemin,8
1972,Une génération en remplace une autre,10
1973,Et le mystère se prolonge,7
1974,La pluie martèle la verrière,7
1975,Le vent secoue les volets,7
1976,L orage s annonce au lointain,7
1977,Un éclair zèbre le ciel noir,7
1978,Le tonnerre roule dans la vallée,8
1979,Les enfants s effraient un peu,7
1980,La mère les rassure tendrement,8
1981,Elle les serre contre elle,5
1982,Le père allume une bougie,7
1983,Le courant a sauté tout à coup,9
1984,La maison plonge dans la pénombre,8
1985,L atmosphère devient mystérieuse,8
1986,Les ombres dansent aux murs,5
1987,Le père commence une histoire,7
1988,Il était une fois un château,8
1989,Les enfants écoutent fascinés,8
1990,Une princesse y vivait recluse,8
1991,Un dragon gardait sa porte,7
1992,Un chevalier vint la libérer,9
1993,Le combat fut terrible et long,8
1994,Mais l amour finit par vaincre,7
1995,Les enfants applaudissent ravis,8
1996,L orage s éloigne peu à peu,7
1997,La pluie diminue d intensité,9
1998,Le courant revient soudain,7
1999,La maison retrouve sa lumière,8
2000,Le repas du soir se prépare,8
2001,L orage a creusé les appétits,9
2002,La soupe fume dans les bols,6
2003,Le pain frais accompagne,6
2004,Le fromage clôture le repas,8
2005,Les enfants montent se coucher,7
2006,Les parents savourent leur calme,7
2007,Le chat s installe sur le tapis,8
2008,Le chien dort déjà profondément,9
2009,Le feu brûle dans la cheminée,8
2010,Le silence s installe enfin,7
2011,Les parents échangent un regard,8
2012,Un sourire complice les unit,8
2013,Quelle belle vie ils ont,5
2014,Quels trésors leur sont confiés,7
2015,Comment ne pas dire merci,7
2016,Le bonheur est dans ces instants,8
2017,Le bonheur est dans le quotidien,9
2018,Le bonheur est dans la simplicité,10
2019,Pas dans les biens accumulés,8
2020,Pas dans les voyages exotiques,8
2021,Pas dans les fortunes amassées,8
2022,Mais dans une soirée ordinaire,8
2023,Avec ceux qu on aime près de soi,8
2024,Voilà la vraie richesse,6
2025,Voilà le secret bien gardé,8
2026,Voilà l essentiel de la vie,8
2027,Le sommeil bénit cette pensée,8
2028,Les paupières se ferment doucement,9
2029,La maison entière dort enfin,8
2030,Les rêves prennent leur essor,6
2031,Demain sera un autre jour,7
2032,Avec ses joies ses peines,6
2033,Ses surprises ses défis,6
2034,Ses moments de grâce inattendus,9
2035,Ses moments de fatigue aussi,8
2036,Mais on les affrontera ensemble,9
2037,Comme toujours côte à côte,6
2038,Main dans la main vers demain,7
2039,Le coeur léger l esprit calme,7
2040,Confiants dans la vie qui passe,7
2041,Confiants dans l amour qui dure,7
2042,Confiants dans la beauté du monde,8
2043,Le matin se lève sur la mer,8
2044,Une autre journée commence,6
2045,Le cycle reprend sans cesse,6
2046,Aussi naturel que le souffle,8
2047,Aussi présent que les saisons,8
2048,Aussi durable que les étoiles,8
2049,Le poète écrit ces mots,7
2050,Pour fixer un peu la beauté,8
2051,Pour partager sa contemplation,9
2052,Pour transmettre sa joie tranquille,7
2053,Pour offrir une consolation,8
2054,À ceux qui souffrent en silence,7
2055,À ceux qui doutent dans la nuit,7
2056,À ceux qui pleurent leurs disparus,8
2057,À ceux qui cherchent leur chemin,7
2058,La poésie tend la main,7
2059,Elle dit tu n es pas seul,6
2060,D autres ont éprouvé tes peines,7
2061,D autres ont senti tes joies,6
2062,L humanité partage tout,7
2063,Au fond nous sommes pareils,6
2064,Voilà le message des poètes,8
2065,Voilà leur mission essentielle,8
2066,Voilà pourquoi nous les aimons,8
2067,Pour finir un dernier mot,7
2068,Vivez aimez chantez écrivez,9
2069,Plantez créez riez pleurez,7
2070,Dansez priez méditez voyagez,10
2071,Et surtout aimez la vie,7
2072,Cette vie courte et précieuse,6
2073,Cette vie unique et merveilleuse,8
2074,Cette vie qui nous est donnée,7
2075,Comme un cadeau inestimable,8
2076,Comme une grâce immérité,7
2077,Comme une chance unique,5
2078,Honorons-la chaque jour,6
2079,Honorons-la dans nos actes,7
2080,Honorons-la dans nos paroles,8
2081,Honorons-la dans nos pensées,8
2082,Que chaque souffle soit gratitude,7
2083,Que chaque battement soit louange,7
2084,Que chaque pas soit célébration,8
2085,Voilà la voie du sage,6
2086,Voilà la voie du poète,7
2087,Voilà la voie ouverte à tous,8
2088,L entrée se sert sur des assiettes blanches,9
2089,Le foie gras fond sur la langue,7
2090,Le saumon fumé brille,6
2091,Le velouté de potiron réchauffe,10
2092,La salade verte rafraîchit le palais,10
2093,Le plat principal trône fumant,8
2094,Le boeuf bourguignon mijoté longuement,11
2095,Les carottes glacées luisent au beurre,8
2096,Les pommes de terre dorées au four,8
2097,Le vin rouge se verse dans les verres,8
2098,Le silence apprécié s installe,8
2099,Les compliments fusent à table,7
2100,Le maître de maison rougit de plaisir,10
2101,Les fromages arrivent ensuite,7
2102,Le camembert coule à point,7
2103,Le brie répand sa rondeur,7
2104,Le roquefort pique le palais,7
2105,Le comté craque sous la dent,7
2106,Le pain croustillant accompagne,8
2107,Une tarte aux pommes parfumée,7
2108,Une mousse au chocolat onctueuse,8
2109,Une crème brûlée craquante,6
2110,Une charlotte aux fruits rouges,6
2111,Un gâteau au yaourt simple,7
2112,Le café noir conclut la fête,8
2113,Le cognac glisse au fond du verre,8
2114,La tisane attend les frileux,8
2115,Les conversations se prolongent,8
2116,La nuit avance sans qu on la voie,8
2117,Les invités prennent congé,7
2118,Les bises se reproduisent à l envers,9
2119,La porte se referme enfin,7
2120,Le silence reprend ses droits,7
2121,Les hôtes regardent la table dévastée,9
2122,Mais leurs sourires illuminent,7
2123,Quelle belle soirée passée,6
2124,Quels amis précieux ils ont,7
2125,La radio diffuse une vieille chanson,9
2126,Brassens chante sa Jeanne,5
2127,Brel implore sa Madeleine,7
2128,Ferré dénonce les bourgeois,7
2129,Piaf regrette sans regret,6
2130,Aznavour évoque la bohème,8
2131,Trenet rêve de la mer,6
2132,Bécaud découvre l Amérique,7
2133,Montand chante les feuilles mortes,6
2134,Greco minaude sa rive gauche,7
2135,Barbara murmure son aigle noir,8
2136,Reggiani roule sa langue,6
2137,Renaud crache ses mistral gagnants,8
2138,Gainsbourg séduit ses Lolitas,8
2139,Higelin saute sur la scène,7
2140,Souchon questionne foule sentimentale,9
2141,Cabrel chante ses villages,6
2142,Goldman écrit ses chansons douces,8
2143,Bashung murmure ses étrangetés,9
2144,La chanson française rayonne loin,8
2145,Elle traverse les générations,8
2146,Elle accompagne nos vies,6
2147,Elle console nos peines,5
2148,Elle célèbre nos amours,6
2149,Elle dénonce les injustices,7
2150,Elle invite à la révolte,7
2151,Elle berce nos enfances,5
2152,Une chanson un souvenir,7
2153,Une mélodie une émotion,8
2154,Un refrain un éclat de joie,8
2155,Un couplet une larme furtive,7
2156,La musique tisse notre vie,6
2157,Sans elle l existence pâlit,7
2158,Vive la musique pour toujours,7
2159,Vivent les chanteurs et les poètes,8
2160,Vivent les compositeurs,6
2161,La danse libère le corps,6
2162,Elle libère aussi l esprit,7
2163,Elle nous reconnecte au sacré,8
2164,Le tango brûle le parquet,7
2165,Le flamenco frappe ses pieds,7
2166,La valse tourne sans fin,5
2167,Le swing balance les couples,6
2168,La salsa enflamme les hanches,7
2169,Apprendre une danse c est apprendre un peuple,9
2170,Voyageons donc par la danse,7
2171,Découvrons les autres ainsi,7
2172,Tendons-leur la main,5
2173,Tournons ensemble en cadence,7
2174,L école de mes huit ans,6
2175,Une cour avec des marronniers,8
2176,Des classes au plafond très haut,7
2177,Une maîtresse aux cheveux gris,7
2178,Un tableau noir maculé de craie,9
2179,Des pupitres en bois rayé,7
2180,Des plumiers Sergent-Major,7
2181,Des cahiers Clairefontaine,7
2182,Une encre qui tachait les doigts,7
2183,Un buvard rose pour absorber,8
2184,Une règle pour mesurer,6
2185,Un compas pour les cercles,6
2186,Une équerre pour les angles,6
2187,Le quart d heure de récréation,8
2188,Le préau pour les jours de pluie,8
2189,La purée mousseline grumeleuse,9
2190,Le yaourt nature insipide,8
2191,Mais entre amis tout passait bien,8
2192,Les rires couvraient les goûts douteux,8
2193,Les billes claquaient sur le bitume,8
2194,Les cordes à sauter battaient l air,8
2195,Les marelles dessinaient le sol,8
2196,Le ballon rebondissait contre le mur,10
2197,Les filles chantaient au pied du chêne,8
2198,Les garçons jouaient à chat perché,8
2199,La cloche nous rappelait au travail,9
2200,Quelle innocence en ce temps-là,8
2201,Quelle insouciance bienheureuse,7
2202,Comment retrouver cet état,8
2203,Comment redevenir enfant,8
2204,Quelques instants par-ci par-là,7
2205,Quand on rit aux éclats sans raison,9
2206,Quand on s émerveille d un papillon,9
2207,Quand on construit un château de sable,9
2208,Quand on roule dans l herbe au soleil,8
2209,L enfance n est jamais loin,6
2210,Elle dort en nous pour toujours,7
2211,Réveillons-la quand elle s endort,8
2212,Donnons-lui voix quand elle se tait,8
2213,Elle est notre meilleure compagne,7
2214,Elle est notre source vive,5
2215,Elle est notre joyau caché,7
2216,Le coureur s élance sur la piste,8
2217,Ses pieds frappent le tartan rouge,7
2218,Le souffle court le coeur tambourine,8
2219,La ligne d arrivée approche,7
2220,Il puise dans ses dernières forces,7
2221,Le public crie son nom,6
2222,Il franchit la ligne en vainqueur,8
2223,Ses bras se lèvent en triomphe,7
2224,La médaille pèsera bientôt à son cou,11
2225,Le drapeau monte au mât,6
2226,L hymne résonne dans le stade,6
2227,Une larme coule sur sa joue,6
2228,Toutes ces années d entraînement,8
2229,Tous ces sacrifices consentis,8
2230,Trouvent enfin leur récompense,7
2231,La gloire dure un instant,6
2232,Mais le souvenir reste à jamais,9
2233,Le vélo dévale la pente,7
2234,Le vent fouette les joues du cycliste,8
2235,Les paysages défilent à toute allure,10
2236,Le soleil joue dans les feuilles,7
2237,Une côte se dresse soudain,6
2238,Les jambes brûlent sous l effort,6
2239,La sueur coule sur les yeux,6
2240,Le sommet paraît inaccessible,9
2241,Mais on persévère sans faiblir,8
2242,Le sommet enfin se laisse vaincre,8
2243,La descente récompense l effort,8
2244,Le bonheur du cycliste est simple,8
2245,Pédaler rouler avancer,8
2246,Le nageur fend l eau bleue,6
2247,Ses bras tracent des sillons,6
2248,Sa respiration cadence l effort,9
2249,La piscine défile sous ses yeux,8
2250,Le mur d en face approche,6
2251,Il fait un virage culbute,7
2252,Repart dans l autre sens,5
2253,Cinquante longueurs aujourd'hui,7
2254,L objectif sera atteint,7
2255,Le footballeur dribble l adversaire,8
2256,Il file vers la surface de réparation,11
2257,Le gardien s avance pour le bloquer,9
2258,Un dernier crochet le sème,7
2259,Le tir se loge dans la lucarne,8
2260,Le stade explose en clameurs,7
2261,Les supporters sautent en chantant,8
2262,Le but de la victoire est marqué,9
2263,Le tennis exige patience,7
2264,La balle vole de part en part,7
2265,Les raquettes claquent à l unisson,8
2266,Une volée gagnante achève l échange,9
2267,Le public applaudit en silence,9
2268,Le respect règne en ce sport,7
2269,Le golfeur étudie son putt,8
2270,Il pèse le terrain avec soin,8
2271,Frappe la balle d un geste précis,7
2272,Elle roule vers le trou,5
2273,Tombe dedans avec un plouc,7
2274,Le golfeur lève les bras,6
2275,Sa balle au fond du neuvième trou,8
2276,Le grimpeur s accroche à la paroi,9
2277,Ses doigts cherchent la prise,5
2278,Ses pieds collent au rocher,6
2279,Le vide s ouvre sous lui,5
2280,Mais la peur cède au calme,6
2281,Le sommet l attend là-haut,7
2282,Encore quelques mètres difficiles,7
2283,La main saisit l arête du sommet,9
2284,Il se hisse sur la cime,6
2285,Le panorama récompense l effort,10
2286,Les Alpes s étendent sous ses yeux,7
2287,Mont Blanc trône au loin majestueux,8
2288,Une mer de nuages roule entre les sommets,9
2289,Le ciel d un bleu profond domine,8
2290,Le silence absolu enveloppe tout,10
2291,Quelques instants suspendus dans le temps,9
2292,Quelques instants où l on touche au sublime,9
2293,Quelques instants gravés à jamais,8
2294,Le voyage en Italie commence à Rome,11
2295,Le Colisée se dresse devant nous,9
2296,Les pierres millénaires nous parlent,7
2297,Les gladiateurs hantent le lieu,7
2298,Le forum romain s étend en ruines,9
2299,Les colonnes brisées défient le temps,9
2300,La fontaine de Trevi attire les pièces,10
2301,Le voeu est de revenir un jour,9
2302,La place d Espagne grouille de touristes,8
2303,Le Vatican accueille les pèlerins,10
2304,Saint-Pierre éblouit par sa grandeur,9
2305,La Sixtine fascine par ses fresques,8
2306,Michel-Ange a peint là sa vie,8
2307,La Pieta émeut aux larmes,7
2308,Florence offre les Offices,6
2309,Botticelli y peint sa Vénus,9
2310,Léonard y dessine son Annonciation,11
2311,Le Ponte Vecchio enjambe l Arno,8
2312,Les bijoutiers règnent sur ses arches,8
2313,Sienne se découvre à pied,6
2314,Le Palio anime sa place,7
2315,Les chevaux galopent autour,7
2316,Pise cache sa tour penchée,6
2317,Tous la photographient en touriste,9
2318,Venise sort de la mer comme un rêve,9
2319,Les gondoles glissent sur les canaux,8
2320,Saint-Marc rayonne d or byzantin,8
2321,Le palais des Doges raconte une histoire,10
2322,Les ponts enjambent les ruelles d eau,7
2323,Le Rialto s anime au crépuscule,10
2324,Les masques du carnaval intriguent,8
2325,Les costumes brodés émerveillent,8
2326,Vivaldi a composé ici,9
2327,Casanova a séduit ses belles,9
2328,Naples vibre avec passion,6
2329,Le Vésuve veille sur le golfe,7
2330,Pompéi conserve ses secrets,7
2331,Les habitants pétrifiés interpellent,10
2332,Capri brille sur la mer Tyrrhène,8
2333,La grotte bleue émerveille,6
2334,Sorrente embaume de citronniers,8
2335,L Italie enchante chaque sens,7
2336,Sa cuisine ravit les palais,8
2337,Sa langue chante aux oreilles,6
2338,Son art éblouit les yeux,7
2339,Sa lumière caresse la peau,7
2340,On voudrait y rester toujours,8
2341,Mais le retour appelle bientôt,8
2342,La maison nous attend là-bas,8
2343,Le quotidien reprend ses droits,8
2344,Mais l Italie nous suit dans le coeur,9
2345,Et bientôt nous y retournerons,9
2346,Le boulanger pétrit la pâte,8
2347,Ses bras puissants la travaillent,7
2348,La farine vole en nuages,6
2349,L eau et le sel s incorporent,7
2350,La levure agit en silence,8
2351,Le pain monte dans son panier,7
2352,Le four chauffe à blanc,5
2353,Le boulanger enfourne ses pâtes,8
2354,Le pain dore dans la chaleur,7
2355,La croûte craque déjà,5
2356,La mie reste tendre dedans,6
2357,Le boulanger sort ses pains,7
2358,Sa boutique embaume la rue,7
2359,Les premiers clients arrivent,7
2360,Une baguette pour le déjeuner,8
2361,Un croissant beurre pour madame,7
2362,Un pain au chocolat pour les enfants,10
2363,La queue grandit devant la caisse,8
2364,Le boulanger sourit fatigué,9
2365,Sa journée commence à trois heures,8
2366,Mais sa fierté nourrit ses efforts,9
2367,Nourrir le quartier chaque jour,7
2368,Voilà sa noble mission,6
2369,Le menuisier polit son chêne,8
2370,Les copeaux blonds tombent à terre,7
2371,L odeur du bois embaume l atelier,9
2372,Sa main caresse la planche lisse,7
2373,La perfection se construit ainsi,9
2374,Geste après geste patiemment,7
2375,Le résultat le récompense,8
2376,Une commode aux lignes pures,6
2377,Une armoire ciselée avec art,9
2378,Une table massive et stable,6
2379,Tous ces objets durables,6
2380,Qui survivront à leur créateur,9
2381,Le luthier façonne son violon,8
